unmittelbare Anstellung,Q506999,,Q-1770 Person,1776,1778,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,Qualifikation 3,Qualifikation 4,Qualifikation 5,Ort,,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
Herzogliche Jägerei,Q506794,,Q507777,Wolf Gottfried Jarislaw von Prittwitz,Wolf Gottfried Jarislaw von Prittwitz,unverändert,Cammerherr,Oberforstmeister zu Georgenthal,,,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507968,Friedrich Leopold von Hahn,Friedrich Leopold von Hahn,unverändert,Cammerherr,Oberforstmeister zu Schwarzwald,,,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507835,Johann Adolph Cristian von Utterrodt,Johann Adolph Cristian von Utterrodt,unverändert,Oberforstmeister zu Tabarz,,,,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,,Johann Friedrich Gottlob von  Leutsch,Johann Friedrich Gottlob von  Leutsch,unverändert,Cammer- Junker,Forstmeister der hiesigen Land -Forste,,,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q28064,Friedrich Ludwig Constantin von Wangenheim,Friedrich Ludwig Constantin von Wangenheim,unverändert,Forst-Junker,Jagdjunker,,,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,,Friedrich Heinrich Becker,Friedrich Heinrich Becker,unverändert,Oberforst-Commissar,,,,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q507565,Christian Wilhelm Hofmann,Christian Wilhelm Hofmann,unverändert,Forst-Comissar,,,,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,,Gottfried Ernst Baum,Gottfried Ernst Baum,unverändert,Forst-Comissar,,,,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,,Johann Anton Müller,Johann Anton Müller,unverändert,Forst-Comissar,,,,,,,,,,,,,,,,
Holzverwalter,Q506855,,Q156328,Gottfried Carl Kummer,Gottfried Carl Kummer,unverändert,Holzverwalter,,,,,,,,,,,,,,,,
Wildmeister,Q506804,,Q507027,Wolf Gottfried Clauder,Wolf Gottfried Clauder,andere Qualli,Wildmeister zu Friedrichroda,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507337,Joseph Lindner,Joseph Lindner,unverändert,Oberförster zu Zella,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507451,Friedrich Wilhelm Bube,Friedrich Wilhelm Bube,unverändert,Oberförster zu Bittstädt,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513379,Johann Friedrich Waitz,Johann Friedrich Waitz,unverändert,Oberförster zu Stunzhaus,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507793,Johann Andreas Großgebauer,Johann Andreas Großgebauer,unverändert,Oberförster zu Gräfenhan,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513380,Johann Christoph Braun,Johann Christoph Braun,unverändert,Oberförster zu Arlsberg,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507548,Johann Gabriel König,Johann Gabriel König,andere Qualli,Hofjäger,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,Johann Heinrich Preißling,Johann Heinrich Preißling,unverändert,Oberförster zu Tonna,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513392,Johann Christian König,Johann Christian König,unverändert,Oberförster in der Ruhla,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507782,Johann Adolph Greß,Johann Adolph Greß,unverändert,Oberförster zu Crannichfeld,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507641,Johann Friedrich Orphal,Johann Friedrich Orphal,unverändert,Oberförster zu Tambach,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507315,Johann Ernst Waitz,Johann Ernst Waitz,unverändert,Oberförster zu Crauwinkel,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q14453,Johann Heinrich Schmidt,Johann Heinrich Schmidt,unverändert,zu Großtabarz,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507562,Friedrich Christian Trautmann,Friedrich Christian Trautmann,unverändert,zu Finsterberge,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507967,Christian Lösch,Christian Lösch,unverändert,zu Ichtershausen,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507426,Johann Ernst Löber,Johann Ernst Löber,unverändert,zu Waltershausen,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507774,Johann Heinrich Gundermann,Johann Heinrich Gundermann,unverändert,zu Dörrberg,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q193013,Johann Christian Waitz,Johann Christian Waitz,unverändert,zu Goldbach,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507431,Johann Ludwig Burkas,Johann Ludwig Burkas,andere Qualli,zu Volkenroda,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507761,Ernst Daniel Bauer,Ernst Daniel Bauer,unverändert,zu Georgenthal,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507872,Christian Daniel Schumann,Christian Daniel Schumann,unverändert,zu Reinstädt,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q513297,Johann Wilhelm Schilbach,Johann Wilhelm Schilbach,unverändert,zu Winterstein,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,Elias Ferdinand Schierschmidt,Elias Ferdinand Schierschmidt,andere Qualli,Hofjäger,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507490,Nicolaus Heinrich Preißing,Nicolaus Heinrich Preißing,unverändert,zu Friedrichswerth,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,Johann Gottlob König,Johann Gottlob König,unverändert,zu Klein Schmalkalden,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,Christian Friedrich Schröder,Christian Friedrich Schröder,unverändert,Jagd Laquay,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q513299,Johann Jacob Schumann,Johann Jacob Schumann,unverändert,Forst-Substiut zu Reinstädt,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507430,Friedrich Ernst Waitz,Friedrich Ernst Waitz,unverändert,Forst-Substiut zu Crawinkel,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507132,Friedrich Wilhelm Heß,Friedrich Wilhelm Heß,unverändert,Forstläufer zu Menterode,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507488,Johann Heinrich Preißing,Johann Heinrich Preißing,unverändert,Forst-Substiut zu Tonna,,,,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Juliane Francisca von Buchwald,Juliane Francisca von Buchwald,unverändert,,,,,,,,,,Ihre Exellenz,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Wilhelm von Rotberg,Wilhelm von Rotberg,unverändert,Wirklicher Geheimer Rath,,,,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,Q28045,Auguste von Schlotheim,Auguste von Schlotheim,unverändert,Hof-Dames,,,,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,Q506858,,,Friederike von Hack,Friederike von Hack,unverändert,Hof-Dames,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Magdalena Catharina Frötsch,Magdalena Catharina Frötsch,unverändert,pens. Cammerfrau,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Maria Dorothea Leichnern,Maria Dorothea Leichner,unverändert,pens. Cammerfrau,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Sophia Henrietta Gundlach,Sophia Henrietta Gundlach,unverändert,Cammerfrau,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Christine Elisabeth Gernand,Christine Elisabeth Gernand,unverändert,Cammerfrau,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Sophia Friderike Schönheyd,Sophia Friderike Schönheyd,unverändert,Nähjungfer,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Friedrich Heinrich Wilke,Friedrich Heinrich Wilke,unverändert,Cammerdiener,,,Leibschneider,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,Q507831,Johann Ernst Justin,Johann Ernst Justin,unverändert,Cammerdiener,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,Q263461,Heinrich Ernst Pommer,Heinrich Ernst Pommer,unverändert,Cammer-Laquais,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Samuel Andreas Ritter,Samuel Andreas Ritter,unverändert,Cammer-Laquais,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Johann Andreas Jödicke,Johann Andreas Jödicke,unverändert,Coiffeur,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,Maria Johanna Volckardt,Maria Johanna Volckardt,unverändert,Garderobe Mädgen,,,,,,,,,,,,,,,,
Garderobe und dabei befindliche Bediente,,,,,Caroline Christiane Johanna Pantzerbieter,unverändert,Garderobe Mädgen,,,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Margueritte l` Allemand,Margueritte l` Allemand,unverändert,,,,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,Eleonora Sabina Gotthardt,Eleonora Sabina Gotthardt,unverändert,Jungfer,,,,,,,,,,,,,,,,
Cammerleute bei der Frau Oberhofmeisterin Exellenz und der Adel Dames,,,,,Luise Friederike Burkhard,unverändert,Jungfer,,,,,,,,,,,,,,,,
Pages,,,,,August Gotthilf von Tümpling,neu,,,,,,,,,,,,August,Gotthilf,,,,von Tümpling
Pages,,,,Ernst Ludwig Adam Walrab von Wangenheim,Ernst Ludwig Adam Walrab von Wangenheim,unverändert,,,,,,,,,,,,,,,,,
Pages,,,,,Carl Friedrich Reinhard von Röder,unverändert,,,,,,,,,,,,,,,,,
Laquais,,,Q507532,Jacob Heinrich Irrgang,Jacob Heinrich Irrgang,unverändert,Laufer,,,,,,,,,,,,,,,,
Laquais,,,,Johann Simon Reichenbach,Johann Simon Reichenbach,unverändert,,,,,,,,,,,,,,,,,
Laquais,,,,Eusebius August Seidenschwanz,Eusebius August Seidenschwanz,unverändert,,,,,,,,,,,,,,,,,
Laquais,,,,Heinrich Ludwig Sardam,Heinrich Ludwig Sardam,unverändert,,,,,,,,,,,,,,,,,
Laquais,,,Q507602,,Johann Christoph Fink,unverändert,Laufer,,,,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen ,,,Q80300,Johann Heinrich Gelbke,Johann Heinrich Gelbke,unverändert,Instruktor,,,,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen ,,,Q97997,Gottlieb Johann Pabst,Gottlieb Johann Pabst,unverändert,Laquais,,,,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen ,,,,Johann Michael Keit,Johann Michael Keit,unverändert,Cammer-Pursch,,,,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen  August,,,,,Georg Christian Winterstein,neu,Invormator,,,,,,,,,,,Georg,Christian,,,,Winterstein
bei dem Durchlauchten Erbprinzen  August,,,,,Gottlieb Johann Pabst,neu,Laquais,,,,,,,,,,,Gottlieb,Johann,,,,Pabst
bei dem Durchlauchten Erbprinzen  August,,,,,Johann Christian Wilhelm Schröder,neu,Cammer-Pursch,,,,,,,,,,,Johann,Christian,Wilhelm,,,Schröder
bei dem Durchlauchten Erbprinzen Friedrich,,,,Elisabethe Marie Damm,Elisabethe Marie Damm,unverändert,Cammerfrau,,,,,,,,,,,,,,,,
bei dem Durchlauchten Erbprinzen Friedrich,,,,,Catharine Elisabetha Willing,neu,Garderobe Mädgen,,,,,,,,,,,Catharine,Elisabetha,,,,Willing
bei dem Durchlauchten Erbprinzen Friedrich,,,Q507463,Johann Heinrich Hofmann,Johann Heinrich Hofmann,unverändert,Laquais,,,,,,,,,,,,,,,,
bei dem Durchlauchtigsten Prinzeßin Luise,,,,Henriette von Welling,Henriette von Welling,unverändert,Garderobe Mädgen,,,,,,,,,,,,,,,,
Adliges Fräulein Stift zu Gotha,,,,Wolf Christian Treusch von Butlar,Wolf Christian Treusch von Buttlar,unverändert,Königlich Preußlicher Kriegs-Rath,K,,,,,,,,,,,,,,,
,,,Q99133,Carl Bernhard Heinrich von Wangenheim,Carl Bernhard Heinrich von Wangenheim,andere Qualli,Cammerherr,Hauptmann,,,,,,,,,,,,,,,
Stifts-Personen,,,,Anne Sophie Treutsch von Butlar,Anne Sophie Treutsch von Buttlar,unverändert,,,,,,,,,,,,,,,,,
Stifts-Personen,,,,Johannete Elisabetha Treutsch von Butlar,Johannete Elisabetha Treutsch von Butlar,unverändert,,,,,,,,,,,,,,,,,
Stifts-Personen,,,,Ernestina Elisabetha von Wangenheim,Ernestina Elisabetha von Wangenheim,unverändert,,,,,,,,,,,,,,,,,
Stifts-Mägde,,,,,Catharina Tietz,neu,Köchin,,,,,,,,,,,,,,,,
Stifts-Mägde,,,Q476993,Anna Marthe Köhler,Anna Marthe Köhler,unverändert,Hausmagd,,,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,Q506999,Johann Freyherr von Rothkirch und Trach,Johann Freyherr von Rothkirch und Trach,andere Qualli,Wirklicher geheimer Rath,Canzler,,,,,,,,Excellenz,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,Q174716,Ottocar Johann Ernst Ludwig von Seebach,Ottocar Johann Ernst Ludwig von Seebach,andere Qualli,Wirklicher geheimer Rath,Consistorial-Präsident,,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,Q507819,Wilhelm Heinrich von Wollzogen,Wilhelm Heinrich von Wollzogen,andere Qualli,Cammerherr,geheimer Regierungs-Rath,,,,,,,,Freiherr,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,Q415,August Ludwig Gotter,August Ludwig Gotter,unverändert,Hof Rath,,,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,Q507800,Gottlob von Beust,Gottlob von Beust,unverändert,Geheimer Legations Rath,Hof Rath,Consistorial-Rath,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,,Johann Heinrich von Schulenberg,Johann Heinrich von Schulenberg,unverändert,Geheimer Legations Rath,,Consistorial-Rath,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,,Friedrich Carl Adolph Trutzschler,Friedrich Carl Adolph Trützschler,unverändert,Hof Rath,Consistorial-Rath,,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,,Wilhelm Friedrich Körber,Wilhelm Friedrich Körber,unverändert,Hof Rath,Consistorial-Rath,,,,,,,,Dr.,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,,Johann Friedrich August Brawe,Johann Friedrich August Brawe,andere Qualli,Regirtungs-Rath,,,,,,,,,,,,,,,,
Herzogliche Landesregierung zu Altenburg,,,,,Johann Christoph Anton Bachhof von Echt,neu,Regirtungs-Assessor,,,,,,,,,,,Johann,Christoph,Anton,,,Bachhof von Echt
Herzogliche Landesregierung zu Altenburg,,,,,Friedrich August von Wicknitz,neu,Regirtungs-Assessor,,,,,,,,,,,Friedrich,August,,,,von Wicknitz
Regirungs-Cancley,,,,,Johann Wilhelm Pfeifer,neu,Commißions-,,,,,,,,,,,Johann,Wilhelm,,,,Pfeifer
Regirungs-Cancley,,,,Johann Andreas Wiesenthal,Johann Andreas Wiesenthal,unverändert,Secretarius-Secretarius,,,,,,,,,,,,,,,,
Regirungs-Cancley,,,Q507766,Johann Friedrich Pilling,Johann Friedrich Pilling,unverändert,Secretarius,,,,,,,,,,,,,,,,
Regirungs-Cancley,,,,Christian August Hahn,Christian August Hahn,unverändert,Secretarius,,,,,,,,,,,,,,,,
Regirungs-Cancley,,,,Johann August Mahn,Johann August Mahn,unverändert,Secretarius,,,,,,,,,,,,,,,,
Registratores,,,,Wilhelm August Piezsch,Wilhelm August Pietsch,unverändert,,,,,,,,,,,,,,,,,
Registratores,,,,,Christian Gottlob Andreas Lobenstein,neu,,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,Q395555,Johann Friedrich Zöllner,Johann Friedrich Zöllner,unverändert,Canzellist,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,Heinrich Weber,Heinrich Weber,andere Qualli,Canzellist,Canzleydiener,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,Q507422,Johann Christoph Gabler,Johann Christoph Gabler,unverändert,Canzellist,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,Johann Andreas Lorenz,Johann Andreas Lorenz,unverändert,extraord. Canzellist,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,Johann Georg Scholber,Johann Georg Scholber,unverändert,Consistorial-Registrator,Acceßist,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,Friedrich August Thomä,Friedrich August Thomä,unverändert,Acceßist,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,Carl Heinrich Möckel,Carl Heinrich Möckel,unverändert,Acceßist,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,,Wilhelm Ludwig Hofmann,unverändert,Acceßist,,,,,,,,,,,,,,,,
Canzellisten und Asseßisten,Q511791,,,,Carl Ludwig Schmidt,unverändert,Acceßist,,,,,,,,,,,,,,,,
Bibliothecarius,,,Q507948,Samuel Benjamin Reichel,Samuel Benjamin Reichel,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507221,Christian Ernst Eilhard,Christian Ernst Eilhard,unverändert,Commißions Rath,Ober-Steuer-Einnehmer,Bürgermeister,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507886,Johann Carl Hempel,Johann Carl Hempel,unverändert,Cammer-Procurator,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507642,Johann Gottfried Bachmann,Johann Gottfried Bachmann,unverändert,Ober-Steuer-Einnehmer,Bürgermeister,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507503,Johann Leonard Kellner,Johann Leonard Kellner,unverändert,Stifts-Syndicus,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507710,Georg Friedrich von Brock,Georg Friedrich von Brock,unverändert,,,,,,,,,,,,,,,,,
Extraordinarii,,,Q507758,Friedrich Severin Christian Bater,Friedrich Severin Christian Bater,unverändert,Stadt-Syndicus,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,,,Q507582,Christian Gottlob Leithold,Christian Gottlob Leithold,unverändert,Stadtschreiber,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,,,Q507942,Carl Friedrich Reichard,Carl Friedrich Reichard,unverändert,Land -Commissarius,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507535,Johann Christian Scholber,Johann Christian Scholber,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q192530,Christian Friedrich Richter,Christian Friedrich Richter,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q97923,Friedrich Ludwig Hauschild,Friedrich Ludwig Hauschild,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507479,Johann Gottlob Popping,Johann Gottlob Popping,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507759,Dr. Heinrich Gottlieb Pierer,Dr. Heinrich Gottlieb Pierer,andere Qualli,Landschafts Agent,,,,,,,,,Dr.,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q257925,Johann Christoph Hempel,Johann Christoph Hempel,unverändert,Raths-Actuarius,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507336,Johann David Schreiter,Johann David Schreiter,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,Q507535,Christian  August Scholber,Christian  August Scholber,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,,Johann Gottfried Jähning,Johann Gottfried Jähning,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,,Heinrich Lebrecht Kunad,Heinrich Lebrecht Kunad,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,,Friedrich Caspar Weßenborn,Friedrich Caspar Weßenborn,unverändert,,,,,,,,,,,,,,,,,
Hof-Advocaten zu Altenburg,Q506916,,,Carl Ludwig Hauschild,Carl Ludwig Hauschild,unverändert,,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507269,Friedrich Gottlob Steyer ,Friedrich Gottlob Steyer ,unverändert,zu Kahla,Forst-Commissar,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507599,Christoph Heinrich Böttner ,Christoph Heinrich Böttner ,unverändert,zu Schmölla,Rath,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507916,Ludwig Friedrich Otto,Ludwig Friedrich Otto,unverändert,zu Gera,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507915,Johann Gottfried Gellert,Johann Gottfried Gellert,unverändert,zu Plauen,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507536,Christian August Ehrlich,Christian August Ehrlich,unverändert,zu Cahle,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507398,Johann Friedrich Stark,Johann Friedrich Stark,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507444,Georg Christian Richter ,Georg Christian Richter ,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q513269,Heinrich Ernst Reichardt ,Heinrich Ernst Reichardt ,unverändert,zu Meuselwitz,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,,Christian August Thomä,unverändert,zu Eisenberg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,Friedrich Westhof ,Friedrich Westhof ,unverändert,zu Roda,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,Johann Leonard Bartolomäi,Johann Leonard Bartolomäi,unverändert,zu Kahle,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q257318,Johann Friedrich Koch,Johann Friedrich Koch,unverändert,zu Roda,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,Christoph Wilhelm  Avenarius,Christoph Wilhelm  Avenarius,unverändert,zu Eisenberg,,,,,,,,,,,,,,,,
,,,,,Johann Christian Hellbach,neu,zu Roda,,,,,,,,,,,Johann,Christian,,,,Hellbach
auswärts befindliche Altenburgische Hof-Advocaten,,,,Carl Friedrich Macherauch,Carl Friedrich Macherauch,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q160895,Friedrich Ernst Haberland,Friedrich Ernst Haberland,unverändert,zu Orlamünda,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,,Christian Heinrich Streit,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,Q507345,Georg Friedrich Müller,Georg Friedrich Müller,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,Heinrich Rudolph Arnold,Heinrich Rudolph Arnold,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,Johann August Theodor Rolle,Johann August Theodor Rolle,unverändert,Stadtschreiber zu Lucka,,,,,,,,,,,,,,,,
auswärts befindliche Altenburgische Hof-Advocaten,,,,Christian Wilhelm Westhof,Christian Wilhelm Westhof,unverändert,zu Roda,,,,,,,,,,,,,,,,
,,,,,Carl Gottlob Ludwig Raumann,neu,zu Schmölla,,,,,,,,,,,Carl,Gottlob,Ludwig,,,Raumann
Amts Advocaten,,,,,Ernst Ludwig Becker,unverändert,,,,,,,,,,,,,,,,,
Amts Advocaten,,,,,Gottlob Friedrich Haase,unverändert,,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Johann August Triller,unverändert,zu Eisenberg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,Q507395,,Christian Gottfried Freisleben,unverändert,zu Eisenberg,Commissions-Secretarius,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Georg Gottfried Richter,unverändert,zu Eisenberg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Johann Christian Nebel,unverändert,zu Altenburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Johann Joseph  Klein,unverändert,zu Eisenberg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Johann Christian von Brock,unverändert,zu Altenburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Salomon Dietrich,unverändert,zu Camburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Georg Friedrich Richter,unverändert,zu Schmölla,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Jahann Gottlob Feller,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Gottlob Christian Friedrich Beyer,unverändert,zu Cahla,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,Q495901,,Friedrich August Müller,unverändert,zu Cahla,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Jahann Gottlob Voigt,unverändert,zu Ronneburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Jahann Daniel Schuster,unverändert,zu Roda,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Carl August Friedrich Knackfuß,unverändert,zu Altenburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Johann August Zschackwitz,unverändert,zu Altenburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Johann Benjamin Zschackwitz,unverändert,zu Altenburg,,,,,,,,,,,,,,,,
Immatriculirte Advocaten,,,,,Carl Gottlob Kreß,unverändert,zu Schmölla,,,,,,,,,,,,,,,,
